Image Name,Train Caption,Augmented Train Caption
samoyed_132.jpg,a photograph of a white dog laying on the floor with a red tag on its ear,a photograph of a white dog with a red tag on its ear
great_pyrenees_129.jpg,a photograph of a white dog laying in the grass with its mouth open,a photograph of a white dog laying on top of a lush green field
havanese_103.jpg,a photograph of a dog sticking its tongue out of a car window,a photograph of a dog with its tongue out and its tongue out
american_bulldog_104.jpg,a photograph of a brown and white dog with a black nose,a photograph of a brown and white dog with a black nose
american_bulldog_178.jpg,a photograph of a dog standing in the snow near a fence,a photograph of a cat standing on top of a snow covered ground
Ragdoll_186.jpg,a photograph of a cat with blue eyes sitting on a floor,a photograph of a cat with a black and white face and long whiskers
havanese_151.jpg,a photograph of a small dog is standing in the grass,a photograph of a small dog standing on top of a lush green field
staffordshire_bull_terrier_105.jpg,a photograph of a dog with a blue collar sitting in the grass,a photograph of a dog with a blue collar and a tongue
Birman_15.jpg,a photograph of a cat with blue eyes sitting on a bed,a photograph of a cat with blue eyes sitting on a bed
Siamese_168.jpg,a photograph of a siamese cat sitting on a table next to a vase,a photograph of a siamese cat sitting on a table next to a plant
leonberger_138.jpg,a photograph of a dog standing on a grass field next to a person,a photograph of a dog jumping in the air with a frisbee
havanese_149.jpg,a photograph of a dog sitting on a couch with a pipe in its mouth,a photograph of a dog is chewing on a toy on a couch
Russian_Blue_150.jpg,a photograph of a cat standing on a window sill looking at the camera,a photograph of a cat with green eyes standing on a ledge
great_pyrenees_120.jpg,a photograph of a white dog standing next to a metal bucket,a photograph of a white dog sitting on top of a suitcase
saint_bernard_163.jpg,a photograph of a dog laying on a pillow on a floor,a photograph of a dog laying on a couch with its tongue out
Bengal_132.jpg,a photograph of a cat laying on a radiator in front of a window,a photograph of a cat laying on a radiator in a room
saint_bernard_146.jpg,a photograph of a dog standing in the snow in front of a house,a photograph of a dog standing on its hind legs in the snow
boxer_127.jpg,a photograph of a dog standing on the side of a road,a photograph of a dog is standing on the side of the road
British_Shorthair_197.jpg,a photograph of a grey cat with yellow eyes sitting in front of a window,a photograph of a cat with yellow eyes sitting in front of a window
beagle_17.jpg,a photograph of a dog standing in the snow near a fence,a photograph of a dog is standing on a snow covered ground
german_shorthaired_124.jpg,a photograph of a dog sitting in a field with its tongue out,a photograph of a brown dog with a blue collar standing in a field
leonberger_105.jpg,a photograph of a dog sitting on a wooden floor in a living room,a photograph of a dog standing on a wooden floor next to a table
boxer_163.jpg,a photograph of a dog standing on a wooden deck with its tongue out,a photograph of a dog is standing on a wooden deck
leonberger_13.jpg,a photograph of a dog with a cast on its leg sitting on a patio,a photograph of a dog with a pink cast on its leg
shiba_inu_193.jpg,a photograph of a white dog standing in front of a wire fence,a photograph of a white dog standing next to a fence
english_setter_148.jpg,a photograph of a dog chewing on a toothbrush in the grass,a photograph of a dog chewing on a toothbrush in the grass
Birman_124.jpg,a photograph of a cat laying on a table with flowers,a photograph of a cat is sitting next to a flower vase
Russian_Blue_13.jpg,a photograph of a cat sitting on a green cloth,a photograph of a cat sitting on a green cloth
staffordshire_bull_terrier_126.jpg,a photograph of a black dog sitting in the grass in a backyard,a photograph of a dog sitting in the grass looking up
miniature_pinscher_137.jpg,a photograph of a dog laying on a bed with a quote,a photograph of a dog laying down on a blanket with a black background
Birman_138.jpg,a photograph of a cat with blue eyes laying on a bed,a photograph of a cat with blue eyes laying on a black blanket
american_pit_bull_terrier_143.jpg,a photograph of a dog sitting on the floor with a person standing behind it,a photograph of a dog with a blue collar sitting on the floor
Maine_Coon_182.jpg,a photograph of a fluffy cat sitting on a table looking at the camera,a photograph of a cat with a green eye staring at something
newfoundland_110.jpg,a photograph of a black puppy sitting in the snow,a photograph of a black dog with a white spot on its face
japanese_chin_102.jpg,a photograph of a dog sitting on a table with a person in the background,a photograph of a dog with a long hair sitting on a bed
leonberger_119.jpg,a photograph of a large dog laying on top of a lush green field,a photograph of a dog with a shaggy hair on it's head
saint_bernard_153.jpg,a photograph of a dog laying on the ground with a leash,a photograph of a dog laying on the ground with a leash
Bombay_156.jpg,a photograph of a black cat with white eyes laying on a bed,a photograph of a black cat with white eyes laying on a bed
english_setter_114.jpg,a photograph of a dog sitting in the leaves with its tongue out,a photograph of a dog sitting in the leaves with its tongue out
Maine_Coon_106.jpg,a photograph of a cat sitting on a table next to a lamp,a photograph of a cat sitting on a table looking at the camera
Maine_Coon_187.jpg,a photograph of a cat laying on the ground next to a chair,a photograph of a white cat laying on the ground in front of a door
pomeranian_188.jpg,a photograph of a small dog sitting on a white rug,a photograph of a small dog sitting on a white rug
scottish_terrier_15.jpg,a photograph of a black dog laying in the grass with its tongue out,a photograph of a black dog laying in the grass with its tongue out
saint_bernard_165.jpg,a photograph of a large dog laying on a bed with a brown blanket,a photograph of a large dog laying on top of a bed
Abyssinian_17.jpg,a photograph of a cat sitting on a couch next to a cow,a photograph of a cat sitting on a couch with a white blanket
Siamese_181.jpg,a photograph of a cat with blue eyes sitting on a desk,a photograph of a cat with blue eyes sitting in front of a book shelf
pomeranian_107.jpg,a photograph of a dog standing on a rock in the sand,a photograph of a dog standing on a rock in the middle of the day
american_pit_bull_terrier_186.jpg,a photograph of a dog sitting on a chair in a living room,a photograph of a dog laying on a brown carpet next to a black and white dog
Abyssinian_122.jpg,a photograph of a cat sitting on a white surface looking at the camera,a photograph of a cat laying on a white surface
Siamese_173.jpg,a photograph of a siamese cat standing on a ledge looking at a fish tank,a photograph of a siamese cat standing in front of a fish tank
english_cocker_spaniel_18.jpg,a photograph of a dog sitting on a porch looking at the camera,a photograph of a dog with curly hair looking at the camera
wheaten_terrier_159.jpg,a photograph of a shaggy dog laying on the floor in a kitchen,a photograph of a dog laying on the floor next to a wall
leonberger_171.jpg,a photograph of a dog with a leash on a leash,a photograph of a large dog with a leash on a leash
japanese_chin_127.jpg,a photograph of a dog standing in a puddle of water,a photograph of a dog standing in a puddle of water
samoyed_163.jpg,a photograph of a white dog walking in the snow,a photograph of a white dog running through the snow
keeshond_139.jpg,a photograph of a dog standing on a rock in a park,a photograph of a fluffy dog with a long hair standing in the grass
Egyptian_Mau_149.jpg,a photograph of a cat sitting on a white blanket looking at the camera,a photograph of a cat sitting on a table with a white background
pomeranian_175.jpg,a photograph of a small dog wearing a sweater on a carpet,a photograph of a small dog wearing a sweater on a carpet
yorkshire_terrier_157.jpg,a photograph of a small dog sitting on a bed with pillows,a photograph of a small dog laying on a pillow on a bed
Bombay_134.jpg,a photograph of a black cat sitting on a white surface,a photograph of a black cat sitting on top of a white surface
leonberger_166.jpg,a photograph of a large brown dog standing on top of a lush green field,a photograph of a dog with a red collar is sitting in the grass
pomeranian_176.jpg,a photograph of a small dog sitting on a wooden floor,a photograph of a small dog is sitting on a yellow surface
japanese_chin_154.jpg,a photograph of a dog sitting on a couch looking out a window,a photograph of a dog is sitting on a window sill
boxer_18.jpg,a photograph of a dog running through a field with a frisbee in its mouth,a photograph of a dog is jumping up on a carpet
Russian_Blue_186.jpg,a photograph of a cat laying on a table with a drawing of a fish,a photograph of a cat sitting on a table looking up
keeshond_137.jpg,a photograph of a fluffy dog sitting on a bench in the sun,a photograph of a fluffy dog is sitting in the grass
yorkshire_terrier_16.jpg,a photograph of a small dog sitting on a rug in front of a window,a photograph of a small dog sitting on a red carpet
chihuahua_161.jpg,a photograph of a small dog sitting on a chair in a room,a photograph of a dog is laying on a chair with its head on the back of a chair
wheaten_terrier_149.jpg,a photograph of a dog with a shaggy coat sitting on a table,a photograph of a dog with a white coat is looking at the camera
Ragdoll_139.jpg,a photograph of a cat sitting in a laundry basket with a towel,a photograph of a cat with blue eyes sitting in a chair
american_bulldog_191.jpg,a photograph of a dog sitting in a field of dry grass,a photograph of a dog is standing in a field with its mouth open
keeshond_136.jpg,a photograph of a dog laying on a patio next to a potted plant,a photograph of a fluffy dog laying on the ground next to a potted plant
Egyptian_Mau_175.jpg,a photograph of a cat sitting on a white surface looking up,a photograph of a cat sitting on a white surface looking at the camera
Egyptian_Mau_116.jpg,a photograph of a cat sitting on the ground looking at something,a photograph of a cat sitting on the floor looking up
Abyssinian_154.jpg,a photograph of a cat laying on a couch in a room,a photograph of a cat laying on a couch with a pillow
newfoundland_174.jpg,a photograph of a brown dog laying on a tile floor,a photograph of a brown dog laying on the floor next to a rug
english_cocker_spaniel_174.jpg,a photograph of a dog sitting on a white surface with its paws up,a photograph of a dog sitting on a white surface with its paws up
Siamese_156.jpg,a photograph of a cat sitting on a carpet next to a box,a photograph of a cat is standing on a carpet near a box
great_pyrenees_159.jpg,a photograph of a dog sitting on the floor with a pile of hair,a photograph of a dog sitting on the floor with a pile of hair
wheaten_terrier_142.jpg,a photograph of a dog laying on a couch with a pillow,a photograph of a dog laying on a pillow on a couch
saint_bernard_131.jpg,a photograph of a dog laying on a bed with a fan in the background,a photograph of a dog with its tongue out laying on a towel
Maine_Coon_154.jpg,a photograph of a cat with a long hair sitting on a couch,a photograph of a cat with a very long hair looks at the camera
Maine_Coon_119.jpg,a photograph of a cat is being held up by a person,a photograph of a cat is being held by a person
american_bulldog_186.jpg,a photograph of a dog laying on a bed covered in a blanket,a photograph of a dog laying on a bed covered in a blanket
Maine_Coon_169.jpg,a photograph of a cat laying on a couch looking at the camera,a photograph of a cat sitting on a couch looking at the camera
american_pit_bull_terrier_124.jpg,a photograph of a dog sitting on a sidewalk with a leash,a photograph of a dog is laying on the ground with its head up
saint_bernard_181.jpg,a photograph of a dog with a piece of bread in its mouth,a photograph of a dog with a tennis ball in its mouth
Russian_Blue_101.jpg,a photograph of a cat is sleeping on top of a suitcase,a photograph of a cat is sleeping on a suitcase
Bombay_105.jpg,a photograph of a black cat is laying on the ground with a dead bird,a photograph of a black cat with a dead bird in its mouth
havanese_129.jpg,a photograph of a dog sitting on a wooden deck looking up,a photograph of a black dog with a black collar and a black nose
Siamese_150.jpg,a photograph of a cat standing next to a sewing machine,a photograph of a cat sitting on top of a sewing machine
leonberger_135.jpg,a photograph of a dog with a horn on its head,a photograph of a dog with a long hair and a collar
Birman_184.jpg,a photograph of a cat laying on a couch with its eyes open,a photograph of a cat laying on a couch with a black background
staffordshire_bull_terrier_150.jpg,a photograph of a dog standing on a cement surface with a red ring,a photograph of a dog standing on a cement surface with a red ring
english_cocker_spaniel_14.jpg,a photograph of a dog laying on a couch with a stuffed animal,a photograph of a dog laying on a bed with its tongue out
Bombay_111.jpg,a photograph of a black cat sitting on a pillow on a chair,a photograph of a black cat sitting on a white blanket
chihuahua_151.jpg,a photograph of a small dog with a big ears and a big nose,a photograph of a small dog laying on a blanket with a white blanket
Birman_141.jpg,a photograph of a cat laying in the grass with blue eyes,a photograph of a cat laying on the grass in the sun
shiba_inu_164.jpg,a photograph of a dog looking out a car window,a photograph of a dog looking out a car window
saint_bernard_147.jpg,a photograph of a dog is looking up at the camera,a photograph of a dog with a sad look on its face
german_shorthaired_114.jpg,a photograph of a dog with a bottle in its mouth,a photograph of a dog with a collar on standing in a room
english_setter_184.jpg,a photograph of a dog with a green collar sitting in the leaves,a photograph of a dog with a green collar standing in the woods
Abyssinian_10.jpg,a photograph of a cat laying on a table with its paw on a pillow,a photograph of a cat is laying on a table with its paw on a pillow
newfoundland_164.jpg,a photograph of a fluffy dog laying in the grass on a sunny day,a photograph of a fluffy dog laying in the grass
Bengal_164.jpg,a photograph of a cat sitting on a window sill looking out,a photograph of a cat looking up at the camera from a window
yorkshire_terrier_135.jpg,a photograph of a small dog with a crown on its head,a photograph of a small dog with a toy on its head
great_pyrenees_143.jpg,a photograph of a white dog with a black nose and a brown nose,a photograph of a white dog with a black nose and a black nose
shiba_inu_157.jpg,a photograph of a dog sitting on a rock in the woods,a photograph of a dog sitting on a rock with its mouth open
american_bulldog_140.jpg,a photograph of a dog licking a persons tongue with a spoon,a photograph of a dog with a tongue sticking out of its mouth
american_pit_bull_terrier_127.jpg,a photograph of a dog sitting in the grass with its tongue out,a photograph of a dog with a red collar is looking up
chihuahua_171.jpg,a photograph of a small brown dog sitting on a bed,a photograph of a dog laying on a bed with a pillow
keeshond_152.jpg,a photograph of a dog laying on the floor in a room,a photograph of a fluffy dog laying on a wooden floor
staffordshire_bull_terrier_180.jpg,a photograph of a dog laying in the grass with a ball,a photograph of a dog laying on the grass with a ball
boxer_164.jpg,a photograph of a dog standing in a field with a frisbee in its mouth,a photograph of a dog is running on a dirt road
american_bulldog_150.jpg,a photograph of a dog with a red collar standing in the dark,a photograph of a dog with a red nose and a black nose
japanese_chin_146.jpg,a photograph of a dog chewing on a toy on the floor,a photograph of a dog laying on a blanket with a blue and white blanket
miniature_pinscher_184.jpg,a photograph of a dog standing on a couch with its tongue out,a photograph of a dog sitting on a chair with a pink collar
american_bulldog_18.jpg,a photograph of a white dog sitting on a rug in a room,a photograph of a white dog sitting on a rug on a chair
great_pyrenees_187.jpg,a photograph of a dog walking in the grass near a tree,a photograph of a man walking a dog on a leash
Abyssinian_166.jpg,a photograph of a cat standing on top of a laptop computer,a photograph of a cat is standing in a plant pot
Sphynx_117.jpg,a photograph of a cat sitting on a table in front of a laptop,a photograph of a cat sitting on a table in the sun
chihuahua_116.jpg,a photograph of a small dog with a red bandanna on its neck,a photograph of a small dog with a red bandanna on its neck
Abyssinian_157.jpg,a photograph of a cat laying on a blanket in front of a mirror,a photograph of a cat laying on a chair with its eyes closed
boxer_146.jpg,a photograph of a dog sitting on a carpeted floor,a photograph of a brown and white dog with a black collar
pug_12.jpg,a photograph of a pug dog looking at the camera,a photograph of a pug dog looking at the camera
staffordshire_bull_terrier_166.jpg,a photograph of a dog standing in the grass with a frisbee in its mouth,a photograph of a brown dog standing on top of a lush green field
leonberger_104.jpg,a photograph of a dog running on a beach with rocks,a photograph of a dog running on a sandy beach
newfoundland_122.jpg,a photograph of a fluffy dog standing in a grassy field,a photograph of a fluffy brown dog standing in a field
Bombay_157.jpg,a photograph of a black cat sitting on top of a white cat bed,a photograph of a black cat sitting on top of a white chair
boxer_119.jpg,a photograph of a dog standing on a beach next to a body of water,a photograph of a dog standing on a beach next to the water
keeshond_124.jpg,a photograph of a dog laying on a wooden floor with its tongue out,a photograph of a dog laying on a wooden floor with its tongue out
japanese_chin_157.jpg,a photograph of a small dog standing on a chair in front of a window,a photograph of a small dog standing on a carpet near a window
British_Shorthair_127.jpg,a photograph of a cat sitting on a chair looking at the camera,a photograph of a gray cat laying on a white chair
basset_hound_181.jpg,a photograph of a dog with a pink collar is sitting on a tile floor,a photograph of a dog with a pink collar is looking at the camera
havanese_178.jpg,a photograph of a dog sitting on a couch in a living room,a photograph of a dog with a black and white coat laying on a couch
Sphynx_156.jpg,a photograph of a cat with a very large head sitting on a rock,a photograph of a cat with a very large head and a very long tail
japanese_chin_16.jpg,a photograph of a small dog sitting on a wooden floor,a photograph of a small dog with a black and white face
samoyed_123.jpg,a photograph of a white dog sitting on the floor in a living room,a photograph of a white dog sitting on a wooden floor
pomeranian_106.jpg,a photograph of a small dog running on the beach in the surf,a photograph of a small dog running on the beach in the water
Egyptian_Mau_197.jpg,a photograph of a cat standing on a blue surface,a photograph of a cat standing on a blue surface
Sphynx_12.jpg,a photograph of a cat standing on a bed with clothes,a photograph of a cat with a shaved head and a bald face
shiba_inu_171.jpg,a photograph of a dog sitting on a patio with a wooden fence,a photograph of a dog sitting on the ground with its tongue out
american_pit_bull_terrier_168.jpg,a photograph of a dog standing in the grass with its tongue out,a photograph of a dog laying on the grass with its tongue out
Birman_150.jpg,a photograph of a cat with blue eyes looking up at the camera,a photograph of a cat with blue eyes is looking up
havanese_122.jpg,a photograph of a dog laying on the floor with a stuffed animal,a photograph of a dog laying on the floor with a toy
basset_hound_147.jpg,a photograph of a dog that is standing on some rocks,a photograph of a dog sitting on a rock in the woods
Sphynx_195.jpg,a photograph of a cat laying on a blanket on a bed,a photograph of a cat is curled up on a blanket
pug_102.jpg,a photograph of a small pug dog sitting on a tile floor,a photograph of a pug dog looking up at the camera
Sphynx_177.jpg,a photograph of a cat sitting on a couch looking at the camera,a photograph of a cat sitting on a couch looking up
saint_bernard_171.jpg,a photograph of a dog laying on the floor in front of a gate,a photograph of a dog sitting on the floor with its tongue out
Birman_186.jpg,a photograph of a cat sitting in the grass near a tree,a photograph of a cat sitting in the grass near a tree
Russian_Blue_173.jpg,a photograph of a cat with blue eyes looking at the camera,a photograph of a cat with green eyes looking at the camera
miniature_pinscher_100.jpg,a photograph of a dog laying on the floor with its tongue out,a photograph of a dog laying on the floor with its tongue out
Abyssinian_191.jpg,a photograph of a cat sitting on a pillow on a wooden floor,a photograph of a cat laying on a floraled cushion
english_cocker_spaniel_176.jpg,a photograph of a dog laying on the floor with a blue and white background,a photograph of a dog laying on the floor with a picture of it
english_cocker_spaniel_118.jpg,a photograph of a dog laying on a tile floor with a pink blanket,a photograph of a dog is sitting on the floor with its paws up
Ragdoll_126.jpg,a photograph of a cat laying on a colorful rug on the floor,a photograph of a cat laying on a striped rug looking up
staffordshire_bull_terrier_155.jpg,a photograph of a black and white dog with a collar on,a photograph of a black and white dog with a collar on
staffordshire_bull_terrier_195.jpg,a photograph of a dog laying on a couch with a blanket,a photograph of a black dog laying on a green couch
wheaten_terrier_152.jpg,a photograph of a man kissing a dog in front of a door,a photograph of a man kissing a dog with his mouth
Bengal_183.jpg,a photograph of a cat sitting on a tree branch in the woods,a photograph of a cat climbing on a tree branch in the dark
Persian_181.jpg,a photograph of a small white cat standing on a black mat,a photograph of a small white dog sitting on top of a black chair
wheaten_terrier_124.jpg,a photograph of a shaggy dog with a red bandanna around its neck,a photograph of a dog with a red bandanna on its neck
wheaten_terrier_17.jpg,a photograph of a dog is walking on a leash in the woods,a photograph of a dog is walking on a leash in the woods
american_pit_bull_terrier_129.jpg,a photograph of a black dog sitting on the sidewalk next to a fire hydrant,a photograph of a black dog sitting on a sidewalk with a collar
american_bulldog_125.jpg,a photograph of a dog laying on the floor with its paws on the ground,a photograph of a dog laying on the ground with its paws on the floor
beagle_154.jpg,a photograph of a dog standing on a snowy hill with a stick in its mouth,a photograph of a dog standing on a snowy surface
german_shorthaired_126.jpg,a photograph of a dog with a collar looking up,a photograph of a dog with a collar on looking up
Ragdoll_121.jpg,a photograph of a cat with blue eyes sitting on a table,a photograph of a cat with blue eyes sitting in front of a window
Abyssinian_151.jpg,a photograph of a cat sitting on the floor next to a basket,a photograph of a cat is sitting on a chair in a room
wheaten_terrier_146.jpg,a photograph of a dog with a wet coat on its face,a photograph of a dog with its mouth open and its hair blowing in the wind
pug_16.jpg,a photograph of a small dog with a collar and leash,a photograph of a small dog with a collar and leash
pomeranian_150.jpg,a photograph of a small dog sitting on a set of stairs,a photograph of a small dog standing on a carpeted floor
Russian_Blue_128.jpg,a photograph of a gray cat with green eyes sitting on a table,a photograph of a grey cat with green eyes looking at the camera
Abyssinian_155.jpg,a photograph of a cat yawning on the floor in a room,a photograph of a cat yawning on the floor with its mouth open
Ragdoll_127.jpg,a photograph of a cat with blue eyes laying on a chair,a photograph of a cat with blue eyes looking up
german_shorthaired_169.jpg,a photograph of a dog standing in a field with trees in the background,a photograph of a dog standing in a field with its tongue out
Sphynx_200.jpg,a photograph of a cat with a bald head and a shaved tail,a photograph of a cat with a shaved head sitting on a wooden floor
havanese_16.jpg,a photograph of a white dog standing on top of a grass covered field,a photograph of a white dog standing on top of a grass covered field
Bombay_125.jpg,a photograph of a black cat sitting on a window sill,a photograph of a black cat sitting on a window sill
american_bulldog_166.jpg,a photograph of a dog laying on a bed with a white blanket,a photograph of a dog with a hat on its head
Birman_130.jpg,a photograph of a cat sleeping on a couch with its eyes closed,a photograph of a cat is sleeping on a couch
keeshond_16.jpg,a photograph of a dog standing on a rock in a river,a photograph of a dog standing on a rock in a river
leonberger_173.jpg,a photograph of a puppy laying in the grass with a tennis ball,a photograph of a puppy laying on the ground with a tennis ball
chihuahua_166.jpg,a photograph of a small black and white dog standing on a blue blanket,a photograph of a black and white dog standing on a blue blanket
Siamese_110.jpg,a photograph of a cat with blue eyes sitting in the grass,a photograph of a cat with blue eyes laying on the grass
newfoundland_120.jpg,a photograph of a large black dog standing in a field,a photograph of a dog looking up at the sky with a mountain in the background
Siamese_198.jpg,a photograph of a cat climbing up a tree in a garden,a photograph of a cat climbing up a tree trunk
american_bulldog_200.jpg,a photograph of a man is petting a puppy on the floor,a photograph of a puppy is laying on a rug and looking up
keeshond_179.jpg,a photograph of a dog with a leash on a rock,a photograph of a dog with its mouth open and its tongue out
chihuahua_176.jpg,a photograph of a small dog sitting on a wooden bench,a photograph of a dog sitting on a wooden bench next to a cat
pug_148.jpg,a photograph of a small dog standing in the leaves of a plant,a photograph of a small dog is sitting in the grass
Ragdoll_149.jpg,a photograph of a cat is looking out a window,a photograph of a cat looking out a window with a blurry background
Birman_119.jpg,a photograph of a cat sitting on a window sill looking out,a photograph of a cat sitting on a window sill looking at the camera
Siamese_129.jpg,a photograph of a cat with blue eyes laying on the floor,a photograph of a cat with blue eyes sitting on the floor
Persian_162.jpg,a photograph of a cat sitting on a table with papers on it,a photograph of a cat sitting on a desk with a keyboard
beagle_162.jpg,a photograph of a dog wearing a black shirt sitting on a floor,a photograph of a dog wearing a sweater sitting on a sidewalk
Bombay_171.jpg,a photograph of a black cat standing on a bed in a cage,a photograph of a black cat standing in a cage looking at the camera
Sphynx_133.jpg,a photograph of a cat sitting on a window sill looking out,a photograph of a cat sitting on a window sill looking out
american_bulldog_19.jpg,a photograph of a dog laying on the floor with his head on a pillow,a photograph of a dog laying on the floor with its head on the floor
Bengal_10.jpg,a photograph of a cat laying in the grass near a fence,a photograph of a cat is standing on a tree branch
Maine_Coon_204.jpg,a photograph of a cat walking on a grass covered field,a photograph of a cat with a long hair standing in the grass
basset_hound_185.jpg,a photograph of a dog on a leash on a sidewalk,a photograph of a dog on a leash on a sidewalk
english_setter_13.jpg,a photograph of a dog with its tongue out sticking out,a photograph of a dalmatian dog with its tongue out
keeshond_105.jpg,a photograph of a dog sitting on a wooden floor next to a chair,a photograph of a dog sitting on a wooden floor next to a curtain
British_Shorthair_16.jpg,a photograph of a grey cat with yellow eyes looking at the camera,a photograph of a grey cat with yellow eyes looking at the camera
basset_hound_173.jpg,a photograph of a dog standing in front of a stove,a photograph of a dog standing on its hind legs in a kitchen
american_pit_bull_terrier_135.jpg,a photograph of a white dog sitting on the floor next to a dresser,a photograph of a dog sitting on the floor looking at the camera
american_bulldog_175.jpg,a photograph of a dog laying on a rug on a floor,a photograph of a dog laying on a rug on a floor
yorkshire_terrier_12.jpg,a photograph of a small dog sitting on a couch with a person holding a stick,a photograph of a small dog sitting on a couch with a person holding a stick
shiba_inu_125.jpg,a photograph of a dog sitting on a table with its tongue out,a photograph of a dog standing on a white floor with its paws on the floor
Birman_118.jpg,a photograph of a cat with blue eyes looking at the camera,a photograph of a cat with blue eyes is looking at the camera
english_setter_107.jpg,a photograph of a white dog with a pink tongue running through the grass,a photograph of a white dog with its tongue out walking on the grass
Bengal_184.jpg,a photograph of a cat walking across a lush green field,a photograph of a cat walking across a lush green field
Maine_Coon_155.jpg,a photograph of a cat laying next to a small wooden robot,a photograph of a cat sitting next to a cardboard man
Egyptian_Mau_109.jpg,a photograph of a cat sitting on a table with a red object,a photograph of a cat with a black background and a white background
Birman_183.jpg,a photograph of a cat with blue eyes sitting on a couch,a photograph of a cat with blue eyes sitting on a couch
american_pit_bull_terrier_111.jpg,a photograph of a dog sitting on a tiled floor looking up,a photograph of a dog sitting on a tiled floor looking up
chihuahua_12.jpg,a photograph of a small dog standing on a carpet in a room,a photograph of a small dog standing on a carpeted floor
beagle_124.jpg,a photograph of a dog sitting in the grass looking at the camera,a photograph of a dog with a hat on its head
german_shorthaired_125.jpg,a photograph of a dog sitting in a field with a frisbee in its mouth,a photograph of a dog sitting in a field with a frisbee in its mouth
newfoundland_177.jpg,a photograph of a dog with a sad look on his face,a photograph of a black dog with a brown face and long hair
Ragdoll_169.jpg,a photograph of a cat laying on a bed with another cat in the background,a photograph of a cat is sitting on a bed with a pillow
saint_bernard_134.jpg,a photograph of a dog wearing a red shirt sitting on the floor,a photograph of a dog wearing a red shirt on the floor
chihuahua_173.jpg,a photograph of a small dog sitting on a bed with a blanket,a photograph of a small dog laying on a blanket on a bed
Maine_Coon_168.jpg,a photograph of a cat laying on a red blanket in a room,a photograph of a cat laying on a cat bed in a room
miniature_pinscher_186.jpg,a photograph of a dog sitting on top of a barrel,a photograph of a dog sitting on a wooden post with its head up
samoyed_111.jpg,a photograph of a white dog laying on a rug in a room,a photograph of a white dog laying on a blue rug
samoyed_170.jpg,a photograph of a white dog running in the snow near a fence,a photograph of a white dog running in the snow near a fence
japanese_chin_100.jpg,a photograph of a small dog laying on the grass in the yard,a photograph of a dog laying on the grass with its eyes closed
basset_hound_13.jpg,a photograph of a dog with a collar sitting on the ground,a photograph of a dog laying on its back on the grass
samoyed_117.jpg,a photograph of a white dog sitting on a rug in a room,a photograph of a white dog laying on a rug on the floor
great_pyrenees_179.jpg,a photograph of a white dog laying in the grass with a frisbee,a photograph of a white dog laying in the grass with its head up
leonberger_100.jpg,a photograph of a large dog laying in the snow with its tongue out,a photograph of a dog laying in the snow with its tongue out
basset_hound_169.jpg,a photograph of a dog laying on the floor with a leash,a photograph of a dog sitting on the floor with a leash
german_shorthaired_160.jpg,a photograph of a dog drinking water from a bottle in a field,a photograph of a dog drinking water from a bottle on a leash
Siamese_141.jpg,a photograph of a cat with blue eyes sitting on a ledge,a photograph of a cat with a tongue sticking out of a window
american_pit_bull_terrier_116.jpg,a photograph of a brown dog standing on a dirt ground,a photograph of a dog standing on a dirt road with a leash
english_cocker_spaniel_145.jpg,a photograph of a dog sitting on a leash in front of a tunnel,a photograph of a dog is standing in a tunnel with a leash
Abyssinian_170.jpg,a photograph of a cat standing on a wooden fence in a backyard,a photograph of a cat standing on a wooden fence looking at something
Abyssinian_103.jpg,a photograph of a cat laying on a red couch with pillows,a photograph of a cat laying on a couch with a pillow
american_bulldog_122.jpg,a photograph of a dog laying in the grass with a stuffed animal,a photograph of a dog laying on its back in the grass
wheaten_terrier_109.jpg,a photograph of a white dog laying on the ground with its tongue out,a photograph of a white dog with a collar and a leash
British_Shorthair_117.jpg,a photograph of a cat laying on a bed with a red blanket,a photograph of a cat laying on a bed with a red blanket
Abyssinian_105.jpg,a photograph of a cat sitting on a blue bag on the floor,a photograph of a cat sitting on the floor next to a blue bag
pug_100.jpg,a photograph of a small dog sitting on a couch with a blanket,a photograph of a small dog sitting on a couch with a collar
keeshond_121.jpg,a photograph of a dog laying on the floor next to a bag,a photograph of a dog laying on the floor with a person in the background
great_pyrenees_155.jpg,a photograph of a white dog sitting on top of a cement ground,a photograph of a dog is standing next to a person
beagle_128.jpg,a photograph of a dog with a leash on a grassy field,a photograph of a dog with a blue leash on a grassy field
miniature_pinscher_116.jpg,a photograph of a small brown dog sitting on a tiled floor,a photograph of a dog is laying on the floor looking up
great_pyrenees_150.jpg,a photograph of a dog sitting in the grass with a frisbee in its mouth,a photograph of a dog with a frisbee in its mouth
beagle_141.jpg,a photograph of a man holding a dog in his arms,a photograph of a man holding a dog in his arms
Sphynx_184.jpg,a photograph of a cat sitting on a table next to a potted plant,a photograph of a cat is sitting on a window sill
Persian_116.jpg,a photograph of a fluffy cat sitting on a red rug,a photograph of a fluffy cat sitting on a red rug
pomeranian_185.jpg,a photograph of a black dog sitting on a couch with its tongue out,a photograph of a black dog laying on a couch with its tongue out
pug_163.jpg,a photograph of a black pug standing on a hard wood floor,a photograph of a black pug dog with a blue eye
german_shorthaired_171.jpg,a photograph of a dog standing in the grass with a frisbee in its mouth,a photograph of a dog standing in the grass with a leash
scottish_terrier_128.jpg,a photograph of a black dog standing on a rug in a living room,a photograph of a black dog with a blue collar looking at the camera
